@relation review

@attribute word numeric
@attribute label3 numeric
@attribute rating numeric

@data
6486, 0, 0.1
1659, 0, 0.1
2996, 0, 0.1
30, 0, 0.2
58, 0, 0.2
233, 0, 0.2
9, 0, 0.2
91, 0, 0.2
8, 0, 0.2
4, 0, 0.2
709, 0, 0.2
24, 0, 0.2
627, 0, 0.2
102, 0, 0.2
19, 0, 0.2
807, 0, 0.2
18061, 0, 0.2
374, 0, 0.2
10, 0, 0.2
705, 0, 0.2
18831, 0, 0.2
196, 0, 0.2
6, 0, 0.2
44, 0, 0.2
30, 0, 0.2
58, 0, 0.2
71, 0, 0.2
5, 0, 0.2
283, 0, 0.2
10, 0, 0.2
1319, 0, 0.2
932, 0, 0.2
30, 0, 0.2
233, 0, 0.2
5, 0, 0.2
1497, 0, 0.2
3746, 0, 0.2
53, 0, 0.2
50, 0, 0.2
4784, 0, 0.2
238, 0, 0.2
29, 0, 0.2
217, 0, 0.2
1629, 0, 0.2
6194, 0, 0.2
76, 0, 0.2
30, 0, 0.2
83, 0, 0.2
374, 0, 0.2
204, 0, 0.2
9, 0, 0.2
6, 0, 0.2
266, 0, 0.2
1, 0, 0.2
2454, 0, 0.2
11, 0, 0.2
2098, 0, 0.2
469, 0, 0.2
44, 0, 0.2
30, 0, 0.2
90, 0, 0.2
42, 0, 0.2
67, 0, 0.2
129, 0, 0.2
8, 0, 0.2
9, 0, 0.2
6, 0, 0.2
4, 0, 0.2
39, 0, 0.2
170, 0, 0.2
8, 0, 0.2
5, 0, 0.2
113, 0, 0.2
224, 0, 0.2
15, 0, 0.2
9, 0, 0.2
170, 0, 0.2
251, 0, 0.2
15, 0, 0.2
965, 0, 0.2
77, 0, 0.2
14, 0, 0.2
28, 0, 0.2
171, 0, 0.2
2, 0, 0.2
0, 0, 0.2
622, 0, 0.2
8, 0, 0.2
9, 0, 0.2
4225, 0, 0.2
1580, 0, 0.2
91, 0, 0.2
4, 0, 0.2
8, 0, 0.2
170, 0, 0.2
335, 0, 0.2
0, 0, 0.2
464, 0, 0.2
424, 0, 0.2
4459, 0, 0.2
5, 0, 0.2
410, 0, 0.2
2, 0, 0.2
66, 0, 0.2
5, 0, 0.2
35, 0, 0.2
40, 0, 0.2
22, 0, 0.2
95, 0, 0.2
63, 0, 0.2
551, 0, 0.2
2, 0, 0.2
9, 0, 0.2
6, 0, 0.2
5, 0, 0.2
90, 0, 0.2
15, 0, 0.2
7, 0, 0.2
0, 0, 0.2
6028, 0, 0.2
6059, 0, 0.2
26, 0, 0.2
9151, 0, 0.2
75, 0, 0.2
10, 0, 0.2
9, 0, 0.2
26, 0, 0.2
8, 0, 0.2
105, 0, 0.2
416, 0, 0.2
3, 0, 0.2
0, 0, 0.2
98, 0, 0.2
678, 0, 0.2
5636, 0, 0.2
24, 0, 0.2
290, 0, 0.2
2712, 0, 0.2
10, 0, 0.2
26, 0, 0.2
3524, 0, 0.2
4, 0, 0.2
253, 0, 0.2
0, 0, 0.2
456, 0, 0.2
3, 0, 0.2
0, 0, 0.2
20, 0, 0.2
962, 0, 0.2
63, 0, 0.2
34, 0, 0.2
1478, 0, 0.2
9321, 0, 0.2
778, 0, 0.2
0, 0, 0.2
6, 0, 0.2
101, 0, 0.2
15, 0, 0.2
146, 0, 0.2
10, 0, 0.2
196, 0, 0.2
91, 0, 0.2
76, 0, 0.2
16, 0, 0.2
1319, 0, 0.2
3, 0, 0.2
0, 0, 0.2
1306, 0, 0.2
2360, 0, 0.2
725, 0, 0.2
65, 0, 0.2
1006, 0, 0.2
11, 0, 0.2
67, 0, 0.2
10, 0, 0.2
5, 0, 0.2
254, 0, 0.2
1495, 0, 0.2
230, 0, 0.2
13, 0, 0.2
0, 0, 0.2
1493, 0, 0.2
81, 0, 0.2
5, 0, 0.2
36, 0, 0.2
2820, 0, 0.2
145, 0, 0.2
11, 0, 0.2
25, 0, 0.2
5558, 0, 0.2
24, 0, 0.2
1319, 0, 0.2
8, 0, 0.2
4, 0, 0.2
39, 0, 0.2
426, 0, 0.2
7, 0, 0.2
0, 0, 0.2
167, 0, 0.2
162, 0, 0.2
8, 0, 0.2
19, 0, 0.2
5082, 0, 0.2
39, 0, 0.2
50, 0, 0.2
97, 0, 0.2
13, 0, 0.2
6453, 0, 0.2
0, 0, 0.2
1306, 0, 0.2
4, 0, 0.2
46, 0, 0.2
1419, 0, 0.2
1173, 0, 0.2
499, 0, 0.2
0, 0, 0.2
6, 0, 0.2
4, 0, 0.2
328, 0, 0.2
7, 0, 0.2
0, 0, 0.2
683, 0, 0.2
14, 0, 0.2
5, 0, 0.2
358, 0, 0.2
265, 0, 0.2
42, 0, 0.2
0, 0, 0.2
769, 0, 0.2
2, 0, 0.2
67, 0, 0.2
335, 0, 0.2
32, 0, 0.2
0, 0, 0.2
1593, 0, 0.2
5050, 0, 0.2
10, 0, 0.2
5, 0, 0.2
105, 0, 0.2
360, 0, 0.2
3, 0, 0.2
16, 0, 0.2
6405, 0, 0.2
810, 0, 0.2
2, 0, 0.2
274, 0, 0.2
1484, 0, 0.2
3506, 0, 0.2
209, 0, 0.2
815, 0, 0.2
91, 0, 0.2
8, 0, 0.2
101, 0, 0.2
15099, 0, 0.2
182, 0, 0.2
2, 0, 0.2
0, 0, 0.2
3657, 0, 0.2
2947, 0, 0.2
160, 0, 0.2
2538, 0, 0.2
32, 0, 0.2
0, 0, 0.2
1159, 0, 0.2
480, 0, 0.2
2173, 0, 0.2
2, 0, 0.2
67, 0, 0.2
14, 0, 0.2
548, 0, 0.2
15, 0, 0.2
307, 0, 0.2
131, 0, 0.2
2946, 0, 0.2
10, 0, 0.2
91, 0, 0.2
19867, 0, 0.2
35, 0, 0.2
101, 0, 0.2
3839, 0, 0.2
2, 0, 0.2
144, 0, 0.2
45, 0, 0.2
8, 0, 0.2
40, 0, 0.2
4, 0, 0.2
51, 0, 0.2
174, 0, 0.2
3, 0, 0.2
753, 0, 0.2
107, 0, 0.2
20, 0, 0.2
145, 0, 0.2
183, 0, 0.2
771, 0, 0.2
0, 0, 0.2
1026, 0, 0.2
391, 0, 0.2
3, 0, 0.2
0, 0, 0.2
6, 0, 0.2
9895, 0, 0.2
11261, 0, 0.2
2085, 0, 0.2
11290, 0, 0.2
0, 0, 0.2
754, 0, 0.2
6482, 0, 0.2
456, 0, 0.2
1513, 0, 0.2
4062, 0, 0.2
16275, 0, 0.2
15923, 0, 0.2
0, 0, 0.2
754, 0, 0.2
390, 0, 0.2
1, 0, 0.2
5785, 0, 0.2
1629, 0, 0.2
31, 0, 0.2
4, 0, 0.2
328, 0, 0.2
24, 0, 0.2
902, 0, 0.2
6103, 0, 0.2
55, 0, 0.2
4, 0, 0.2
0, 0, 0.2
313, 0, 0.2
9895, 0, 0.2
16370, 0, 0.2
0, 0, 0.2
1306, 0, 0.2
133, 0, 0.2
129, 0, 0.2
30, 0, 0.2
88, 0, 0.2
50, 0, 0.2
10876, 0, 0.2
11, 0, 0.2
217, 0, 0.2
446, 0, 0.2
45, 0, 0.2
3, 0, 0.2
9, 0, 0.2
6, 0, 0.2
1652, 0, 0.2
30, 0, 0.2
22, 0, 0.2
113, 0, 0.2
56, 0, 0.2
209, 0, 0.2
378, 0, 0.2
44, 0, 0.2
187, 0, 0.2
9, 0, 0.2
1991, 0, 0.2
566, 0, 0.2
193, 0, 0.2
44, 0, 0.2
30, 0, 0.2
22, 0, 0.2
5154, 0, 0.2
163, 0, 0.2
129, 0, 0.2
30, 0, 0.2
83, 0, 0.2
204, 0, 0.2
89, 0, 0.2
142, 0, 0.2
2, 0, 0.2
42, 0, 0.2
21, 0, 0.2
9, 0, 0.2
768, 0, 0.2
13749, 0, 0.2
490, 0, 0.2
2, 0, 0.2
293, 0, 0.2
1237, 0, 0.2
56, 0, 0.2
25, 0, 0.2
4202, 0, 0.2
1199, 0, 0.2
13678, 0, 0.2
6, 0, 0.2
9, 0, 0.2
4, 0, 0.2
2135, 0, 0.2
213, 0, 0.2
2, 0, 0.2
220, 0, 0.2
1, 0, 0.2
87, 0, 0.2
5, 0, 0.2
4, 0, 0.2
373, 0, 0.2
5, 0, 0.2
82, 0, 0.2
28, 0, 0.2
104, 0, 0.2
33, 0, 0.2
373, 0, 0.2
2, 0, 0.2
220, 0, 0.2
35, 0, 0.2
3530, 0, 0.2
3343, 0, 0.2
51, 0, 0.2
665, 0, 0.2
44, 0, 0.2
77, 0, 0.2
21, 0, 0.2
85, 0, 0.2
8, 0, 0.2
82, 0, 0.2
199, 0, 0.2
136, 0, 0.2
4196, 0, 0.2
8, 0, 0.2
17, 0, 0.2
12, 0, 0.2
75, 0, 0.2
63, 0, 0.2
1010, 0, 0.2
76, 0, 0.2
17, 0, 0.2
358, 0, 0.2
224, 0, 0.2
421, 0, 0.2
1, 0, 0.2
177, 0, 0.2
17, 0, 0.2
4, 0, 0.2
0, 0, 0.2
4501, 0, 0.2
144, 0, 0.2
3, 0, 0.2
32, 0, 0.2
0, 0, 0.2
475, 0, 0.2
277, 0, 0.2
2, 0, 0.2
28, 0, 0.2
23, 0, 0.2
54, 0, 0.2
13, 0, 0.2
374, 0, 0.2
249, 0, 0.2
44, 0, 0.2
384, 0, 0.2
64, 0, 0.2
101, 0, 0.2
86, 0, 0.2
28, 0, 0.2
280, 0, 0.2
9, 0, 0.2
5278, 0, 0.2
4045, 0, 0.2
24, 0, 0.2
227, 0, 0.2
273, 0, 0.2
3, 0, 0.2
49, 0, 0.2
632, 0, 0.2
3541, 0, 0.2
19, 0, 0.2
0, 0, 0.2
80, 0, 0.2
56, 0, 0.2
1819, 0, 0.2
77, 0, 0.2
12, 0, 0.2
562, 0, 0.2
72, 0, 0.2
64, 0, 0.2
224, 0, 0.2
71, 0, 0.2
5, 0, 0.2
46, 0, 0.2
27, 0, 0.2
12, 0, 0.2
521, 0, 0.2
2, 0, 0.2
15, 0, 0.2
39, 0, 0.2
605, 0, 0.2
21, 0, 0.2
9, 0, 0.2
312, 0, 0.2
8, 0, 0.2
82, 0, 0.2
66, 0, 0.2
5, 0, 0.2
191, 0, 0.2
368, 0, 0.2
951, 0, 0.2
133, 0, 0.2
28, 0, 0.2
0, 0, 0.2
818, 0, 0.2
177, 0, 0.2
128, 0, 0.2
204, 0, 0.2
149, 0, 0.2
21, 0, 0.2
9, 0, 0.2
312, 0, 0.2
44, 0, 0.2
9, 0, 0.2
91, 0, 0.2
8, 0, 0.2
573, 0, 0.2
67, 0, 0.2
2547, 0, 0.2
56, 0, 0.2
5, 0, 0.2
10, 0, 0.2
3720, 0, 0.2
2, 0, 0.2
11823, 0, 0.2
45, 0, 0.2
3, 0, 0.2
0, 0, 0.2
20, 0, 0.2
1444, 0, 0.2
7, 0, 0.2
0, 0, 0.2
1283, 0, 0.2
1, 0, 0.2
46, 0, 0.2
1692, 0, 0.2
11, 0, 0.2
0, 0, 0.2
915, 0, 0.2
116, 0, 0.2
3, 0, 0.2
1381, 0, 0.2
7, 0, 0.2
0, 0, 0.2
710, 0, 0.2
55, 0, 0.2
187, 0, 0.2
2, 0, 0.2
15, 0, 0.2
33, 0, 0.2
5633, 0, 0.2
811, 0, 0.2
43, 0, 0.2
0, 0, 0.2
91, 0, 0.2
182, 0, 0.2
47, 0, 0.2
33, 0, 0.2
1772, 0, 0.2
43, 0, 0.2
0, 0, 0.2
19726, 0, 0.2
107, 0, 0.2
116, 0, 0.2
161, 0, 0.2
0, 0, 0.2
731, 0, 0.2
1, 0, 0.2
9, 0, 0.2
4, 0, 0.2
49, 0, 0.2
322, 0, 0.2
19, 0, 0.2
354, 0, 0.2
1675, 0, 0.2
3, 0, 0.2
3669, 0, 0.2
4745, 0, 0.2
31, 0, 0.2
4, 0, 0.2
583, 0, 0.2
349, 0, 0.2
664, 0, 0.2
7, 0, 0.2
0, 0, 0.2
1827, 0, 0.2
517, 0, 0.2
78, 0, 0.2
36, 0, 0.2
226, 0, 0.2
383, 0, 0.2
59, 0, 0.2
186, 0, 0.2
592, 0, 0.2
14, 0, 0.2
137, 0, 0.2
5, 0, 0.2
4, 0, 0.2
2359, 0, 0.2
11, 0, 0.2
67, 0, 0.2
2, 0, 0.2
233, 0, 0.2
59, 0, 0.2
2276, 0, 0.2
123, 0, 0.2
0, 0, 0.2
57, 0, 0.2
279, 0, 0.2
13, 0, 0.2
9, 0, 0.2
4, 0, 0.2
8, 0, 0.2
64, 0, 0.2
117, 0, 0.2
71, 0, 0.2
37, 0, 0.2
63, 0, 0.2
0, 0, 0.2
264, 0, 0.2
12, 0, 0.2
64, 0, 0.2
69, 0, 0.2
2, 0, 0.2
164, 0, 0.2
0, 0, 0.2
1078, 0, 0.2
3, 0, 0.2
0, 0, 0.2
215, 0, 0.2
8, 0, 0.2
5, 0, 0.2
12, 0, 0.2
39, 0, 0.2
63, 0, 0.2
10, 0, 0.2
188, 0, 0.2
477, 0, 0.2
45, 0, 0.2
3, 0, 0.2
41, 0, 0.2
3618, 0, 0.2
8, 0, 0.2
4, 0, 0.2
1257, 0, 0.2
9789, 0, 0.2
44, 0, 0.2
6032, 0, 0.2
44, 0, 0.2
604, 0, 0.2
14, 0, 0.2
41, 0, 0.2
107, 0, 0.2
12, 0, 0.2
18, 0, 0.2
2529, 0, 0.2
44, 0, 0.2
750, 0, 0.2
40, 0, 0.2
4, 0, 0.2
26, 0, 0.2
326, 0, 0.2
29, 0, 0.2
0, 0, 0.2
6, 0, 0.2
8, 0, 0.2
10200, 0, 0.2
60, 0, 0.2
37, 0, 0.2
113, 0, 0.2
280, 0, 0.2
21, 0, 0.2
27, 0, 0.2
12, 0, 0.2
169, 0, 0.2
72, 0, 0.2
34, 0, 0.2
1107, 0, 0.2
1380, 0, 0.2
11, 0, 0.2
14935, 0, 0.2
2834, 0, 0.2
3785, 0, 0.2
1107, 0, 0.2
6377, 0, 0.2
3530, 0, 0.2
494, 0, 0.2
59, 0, 0.2
169, 0, 0.2
32, 0, 0.2
103, 0, 0.2
649, 0, 0.2
119, 0, 0.2
105, 0, 0.2
67, 0, 0.2
222, 0, 0.2
2, 0, 0.2
13910, 0, 0.2
3530, 0, 0.2
251, 0, 0.2
15, 0, 0.2
2823, 0, 0.2
44, 0, 0.2
77, 0, 0.2
76, 0, 0.2
17, 0, 0.2
12, 0, 0.2
46, 0, 0.2
19015, 0, 0.2
27, 0, 0.2
12, 0, 0.2
395, 0, 0.2
21, 0, 0.2
0, 0, 0.2
81, 0, 0.2
7, 0, 0.2
9, 0, 0.2
6, 0, 0.2
48, 0, 0.2
1424, 0, 0.2
1, 0, 0.2
48, 0, 0.2
20, 0, 0.2
22, 0, 0.2
0, 0, 0.2
243, 0, 0.2
14160, 0, 0.2
11, 0, 0.2
9, 0, 0.2
2307, 0, 0.2
490, 0, 0.2
34, 0, 0.2
7389, 0, 0.2
123, 0, 0.2
0, 0, 0.2
186, 0, 0.2
63, 0, 0.2
8580, 0, 0.2
1, 0, 0.2
19503, 0, 0.2
14125, 0, 0.2
32, 0, 0.2
8405, 0, 0.2
56, 0, 0.2
26, 0, 0.2
6, 0, 0.2
1191, 0, 0.2
60, 0, 0.2
13, 0, 0.2
25, 0, 0.2
15886, 0, 0.2
111, 0, 0.2
3, 0, 0.2
3277, 0, 0.2
775, 0, 0.2
236, 0, 0.2
10, 0, 0.2
9, 0, 0.2
4, 0, 0.2
2873, 0, 0.2
550, 0, 0.2
7205, 0, 0.2
167, 0, 0.2
511, 0, 0.2
6, 0, 0.2
14195, 0, 0.2
1059, 0, 0.2
11, 0, 0.2
23, 0, 0.2
540, 0, 0.2
3230, 0, 0.2
17, 0, 0.2
434, 0, 0.2
310, 0, 0.2
396, 0, 0.2
17, 0, 0.2
68, 0, 0.2
2684, 0, 0.2
29, 0, 0.2
0, 0, 0.2
2975, 0, 0.2
3, 0, 0.2
829, 0, 0.2
1, 0, 0.2
1878, 0, 0.2
1817, 0, 0.2
2, 0, 0.2
66, 0, 0.2
9, 0, 0.2
6, 0, 0.2
102, 0, 0.2
14, 0, 0.2
106, 0, 0.2
1965, 0, 0.2
19, 0, 0.2
415, 0, 0.2
2199, 0, 0.2
9, 0, 0.2
4, 0, 0.2
46, 0, 0.2
170, 0, 0.2
6, 0, 0.2
7750, 0, 0.2
1, 0, 0.2
9540, 0, 0.2
6, 0, 0.2
82, 0, 0.2
28, 0, 0.2
480, 0, 0.2
42, 0, 0.2
532, 0, 0.2
6059, 0, 0.2
236, 0, 0.2
1224, 0, 0.2
13, 0, 0.2
9, 0, 0.2
1991, 0, 0.2
340, 0, 0.2
310, 0, 0.2
108, 0, 0.2
7, 0, 0.2
0, 0, 0.2
6, 0, 0.2
434, 0, 0.2
2, 0, 0.2
15, 0, 0.2
108, 0, 0.2
2700, 0, 0.2
57, 0, 0.2
7, 0, 0.2
49, 0, 0.2
1092, 0, 0.2
26, 0, 0.2
158, 0, 0.2
384, 0, 0.2
79, 0, 0.2
18, 0, 0.2
244, 0, 0.2
2390, 0, 0.2
114, 0, 0.2
7, 0, 0.2
9, 0, 0.2
8983, 0, 0.2
6, 0, 0.2
10, 0, 0.2
38, 0, 0.2
22, 0, 0.2
1653, 0, 0.2
2, 0, 0.2
49, 0, 0.2
12418, 0, 0.2
899, 0, 0.2
44, 0, 0.2
16582, 0, 0.2
5021, 0, 0.2
7205, 0, 0.2
869, 0, 0.2
11, 0, 0.2
0, 0, 0.2
6, 0, 0.2
4, 0, 0.2
2, 0, 0.2
345, 0, 0.2
0, 0, 0.2
138, 0, 0.2
1916, 0, 0.2
34, 0, 0.2
27, 0, 0.2
4, 0, 0.2
562, 0, 0.2
0, 0, 0.2
6, 0, 0.2
247, 0, 0.2
1495, 0, 0.2
230, 0, 0.2
13, 0, 0.2
176, 0, 0.2
2, 0, 0.2
15, 0, 0.2
53, 0, 0.2
931, 0, 0.2
10, 0, 0.2
26, 0, 0.2
108, 0, 0.2
4, 0, 0.2
185, 0, 0.2
176, 0, 0.2
2, 0, 0.2
1075, 0, 0.2
0, 0, 0.2
92, 0, 0.2
7, 0, 0.2
3283, 0, 0.2
0, 0, 0.2
166, 0, 0.2
36, 0, 0.2
16, 0, 0.2
593, 0, 0.2
1, 0, 0.2
402, 0, 0.2
1, 0, 0.2
5, 0, 0.2
82, 0, 0.2
2060, 0, 0.2
48, 0, 0.2
695, 0, 0.2
253, 0, 0.2
30, 0, 0.2
21, 0, 0.2
5, 0, 0.2
177, 0, 0.2
0, 0, 0.2
379, 0, 0.2
3, 0, 0.2
0, 0, 0.2
6, 0, 0.2
4, 0, 0.2
21, 0, 0.2
0, 0, 0.2
953, 0, 0.2
1, 0, 0.2
9241, 0, 0.2
5, 0, 0.2
2215, 0, 0.2
177, 0, 0.2
0, 0, 0.2
98, 0, 0.2
236, 0, 0.2
117, 0, 0.2
2836, 0, 0.2
67, 0, 0.2
1, 0, 0.2
2360, 0, 0.2
1786, 0, 0.2
3, 0, 0.2
169, 0, 0.2
39, 0, 0.2
89, 0, 0.2
81, 0, 0.2
408, 0, 0.2
2, 0, 0.2
679, 0, 0.2
56, 0, 0.2
75, 0, 0.2
492, 0, 0.2
91, 0, 0.2
13, 0, 0.2
32, 0, 0.2
3, 0, 0.2
73, 0, 0.2
49, 0, 0.2
9661, 0, 0.2
3, 0, 0.2
1213, 0, 0.2
1, 0, 0.2
5818, 0, 0.2
1716, 0, 0.2
3, 0, 0.2
